Transaction_ID,Quantity,Price,Customer_Age,Family_Size,Date,Total_Sales,Day_of_Week,Month,Season,Product_Category_Clothing,Product_Category_Snacks,Product_Category_Stationery,Product_Category_Toys,Promotion_Yes
f57edcd4-39f1-4b93-a0b2-0cf9d2dcd4f4,7,0.6444626072742135,28,6,2024-04-22,0.46952833047166953,Monday,4,Spring,False,True,False,False,False
b767dc7b-12d5-42ac-9c83-00b6a26c2b16,3,0.4156109521863507,25,1,2024-02-09,0.1304110695889304,Friday,2,Winter,True,False,False,False,False
42167d13-9dec-4a1e-aaea-40f16f8103db,1,0.5322844299141807,21,6,2024-03-10,0.051570548429451565,Sunday,3,Spring,False,True,False,False,True
01b63813-c62d-4b84-a783-04afeac54a93,7,0.18369431957498977,39,6,2024-10-05,0.15067164932835067,Saturday,10,Fall,False,False,True,False,False
0631bdc0-1928-431c-b07f-7a5732effa80,5,0.18287699223539028,38,3,2024-01-19,0.10574689425310575,Friday,1,Winter,False,False,False,True,True
0cc18d81-5dfc-4180-95fe-8a677eed1230,9,0.2172047404985697,27,4,2024-12-23,0.225007574992425,Monday,12,Winter,False,True,False,False,False
af12b7d0-97dc-4d9b-a934-a1d4b2931760,6,0.11565181855333063,26,4,2024-11-05,0.08805171194828805,Tuesday,11,Fall,True,False,False,False,False
dc887940-1b81-49f8-a984-3f19bc0af95d,5,0.4881487535758072,42,2,2024-12-23,0.25664074335925663,Monday,12,Winter,False,True,False,False,True
ae0c64fd-3bc6-4bbe-813d-d5d201c4be38,7,0.7780956272987333,29,3,2024-02-12,0.5620038379961619,Monday,2,Winter,False,False,True,False,False
a8590824-0610-432d-9429-be1ed226ffd8,5,0.630363710666122,42,6,2024-11-15,0.3269366730633269,Friday,11,Fall,False,True,False,False,False
d0d056fd-ec46-4734-b22c-be4f66876a8e,1,0.2791172864732326,48,2,2024-07-24,0.02654277345722654,Wednesday,7,Summer,False,False,False,True,True
6c53afe4-8641-4e7d-b402-e0e8826be068,3,0.3487944421740908,24,6,2024-09-22,0.11059488940511059,Sunday,9,Fall,False,False,False,False,True
d8066984-71c4-4586-9bc8-7c4e0663a4b4,4,0.09092766653044547,28,6,2024-06-10,0.04720735279264721,Monday,6,Summer,False,False,True,False,False
41f5c286-042a-4825-a6dc-13d2f820500c,1,0.1577441765427054,50,2,2024-01-05,0.014543985456014544,Friday,1,Winter,False,True,False,False,True
920abb17-bc92-4048-8b1f-fe812aa3f9cc,7,0.05333060890886801,30,5,2024-03-24,0.06045853954146045,Sunday,3,Spring,True,False,False,False,True
4dd8b280-9b33-4686-8377-38998cc3e8e3,4,0.08827135267674703,36,3,2024-03-11,0.046156953843046154,Monday,3,Spring,False,False,False,False,False
66964ef2-85a5-4524-ac39-4a287d76b8ca,4,0.5241111565181856,21,4,2024-03-16,0.2185031814968185,Saturday,3,Spring,False,False,False,True,True
0e76449f-fce1-4143-a372-c185b5d6d683,2,0.863506334286882,36,6,2024-07-14,0.17378042621957376,Sunday,7,Summer,False,False,False,False,False
c03a52b2-a275-4fff-baa2-55f66ef8a7f8,6,0.26358806702084187,46,6,2024-08-06,0.17580042419957578,Tuesday,8,Summer,True,False,False,False,True
2be3faa2-01f3-45ab-8588-ec369b095fef,4,0.2576624438087455,23,6,2024-04-25,0.11314008685991314,Thursday,4,Spring,False,True,False,False,False
71340e43-505b-49b2-88d0-f473bd7d26ee,4,0.5680425010216592,26,5,2024-10-23,0.23587516412483586,Wednesday,10,Fall,False,True,False,False,True
bc4ffd5c-c854-418e-80d6-527c5605ad63,7,0.09685328974254188,27,6,2024-11-28,0.09057670942329057,Thursday,11,Fall,False,False,False,False,False
0573d2b3-46fb-4f86-9ab3-d7e81dcf9c2b,4,0.4088680016346547,30,2,2024-01-22,0.17293202706797292,Monday,1,Winter,True,False,False,False,False
1b478bb6-a6d5-428c-a2c8-00360ddc22f1,6,0.08908868001634655,36,5,2024-01-28,0.0722957277042723,Sunday,1,Winter,False,True,False,False,True
aeefc0d5-b1c6-40a7-b822-3be374ac9faf,7,0.4231712300776461,36,6,2024-05-27,0.3163922836077164,Monday,5,Spring,False,False,True,False,False
66156642-e2f5-4300-b751-8a3d31499c6d,8,0.6800163465467921,23,4,2024-02-12,0.5654580345419655,Monday,2,Winter,False,False,False,True,True
95137d8e-eaee-45a2-938f-4bda6b634327,2,0.898447078054761,40,6,2024-02-07,0.18068881931118067,Wednesday,2,Winter,False,True,False,False,False
43e1270a-816f-43ac-8f30-f94a538de897,1,0.7911728647323254,42,5,2024-10-14,0.07716392283607716,Monday,10,Fall,False,False,False,True,False
17fde6af-b9d5-41a2-8383-d3de7afb8306,10,0.13792398855741728,31,3,2024-06-04,0.17220482779517218,Tuesday,6,Summer,True,False,False,False,True
364d4b87-bb26-41dc-9f66-fb0aa181cac8,6,0.03412341642827954,23,6,2024-05-14,0.03969296030703969,Tuesday,5,Spring,False,True,False,False,True
84ca0844-d66a-410e-90fe-1ee59da64d74,3,0.6426236207601145,46,3,2024-03-05,0.19773760226239773,Tuesday,3,Spring,True,False,False,False,True
de983455-3a47-4a63-b465-18d0a469de4d,3,1.0,31,4,2024-12-25,0.30372689627310373,Wednesday,12,Winter,False,False,False,False,True
b9d85ebd-2cca-414a-81da-16b06f5bb945,8,0.33469554556599923,46,6,2024-10-21,0.29235430764569237,Monday,10,Fall,True,False,False,False,True
be1e5c92-228d-4b95-ac4a-84e9b08bcb0b,4,0.08091540662035147,40,5,2024-05-05,0.04324815675184325,Sunday,5,Spring,False,False,False,False,True
b01cd936-cd2e-4f28-af88-c58b3a463e79,7,0.8494074376787905,34,2,2024-12-28,0.6113523886476113,Saturday,12,Winter,True,False,False,False,True
7d8e46da-734e-4af4-a4b3-ff84ac5c3318,10,0.6399673069064161,43,1,2024-07-30,0.6685183314816685,Tuesday,7,Summer,False,False,False,True,True
5500609a-0f85-4634-b88d-50699af449c6,10,0.12280343277482632,33,2,2024-06-22,0.15725684274315727,Saturday,6,Summer,False,False,False,True,True
135b9ae3-61a3-418a-a5df-a12641304606,3,0.6191254597466286,46,1,2024-11-26,0.19076860923139075,Tuesday,11,Fall,False,True,False,False,True
504e6220-93a5-42c4-ad7d-c9f6532bd982,5,0.6890069472823867,35,3,2024-10-01,0.3559236440763559,Tuesday,10,Fall,False,False,True,False,True
a197817f-c7ff-4db3-9d88-a36a41450690,2,0.2654270535349408,27,2,2024-04-29,0.05552974447025553,Monday,4,Spring,False,False,False,False,False
a3a74929-5164-46a6-8454-4c520efcb07a,6,0.9640375970576217,21,4,2024-07-31,0.5912736087263912,Wednesday,7,Summer,False,False,False,True,False
9b4e9627-a35a-4ef4-8ee5-e80f85df3969,9,0.05537392725786679,29,5,2024-03-05,0.08102211897788102,Tuesday,3,Spring,True,False,False,False,False
b9dd00df-a4db-45d7-913a-db108b0aa0cd,4,0.2543931344503474,24,2,2024-08-24,0.11184728815271185,Saturday,8,Summer,False,False,False,True,True
00d304b0-7207-44bc-a471-0e9e9c1b822f,10,0.24887617490805075,31,2,2024-10-16,0.28189071810928185,Wednesday,10,Fall,False,False,True,False,False
7a587b77-aded-45f3-9292-31bf54366f4d,1,0.21066612178177363,42,2,2024-10-29,0.019775780224219778,Tuesday,10,Fall,False,False,True,False,False
81823024-0711-49f3-bbb5-77caec73cae7,9,0.7088271352676747,39,4,2024-08-08,0.6624179375820625,Thursday,8,Summer,True,False,False,False,True
e730a1be-6523-48c8-8c3f-6c62079d4b23,6,0.636902329382918,40,6,2024-06-24,0.3972326027673972,Monday,6,Summer,True,False,False,False,False
83ac487c-0141-4f68-b657-3a2b9efb43bd,9,0.2852472415202289,37,4,2024-04-10,0.28554691445308555,Wednesday,4,Spring,False,False,True,False,True
58941d69-eb2c-4e19-9aa7-68144391d458,8,0.5598692276256642,50,5,2024-12-07,0.4704373295626704,Saturday,12,Winter,False,False,False,True,True
03592efd-0784-42aa-ae61-c6db1900f13b,3,0.12607274213322434,30,3,2024-08-28,0.044540955459044546,Wednesday,8,Summer,False,False,True,False,True
9194ac0d-e8f0-4eb2-8ede-c9dd20145c70,4,0.3457294646505926,26,4,2024-03-22,0.14796485203514795,Friday,3,Spring,False,False,False,True,False
e485516d-ab9e-4192-92fa-88f87375e3a8,8,0.2960768287699224,40,5,2024-03-07,0.2618119381880618,Thursday,3,Spring,False,False,True,False,False
418b9a79-3ba9-45b0-81bd-317970adcc50,7,0.8733142623620762,47,6,2024-12-17,0.6278961721038279,Tuesday,12,Winter,False,False,True,False,False
9c668151-541e-48f1-949f-c3ea512f58f9,9,0.09154066203514509,25,5,2024-09-05,0.11320068679931321,Thursday,9,Fall,False,True,False,False,False
472414f5-c023-4967-a2f3-3b707a02bb5b,4,0.9156109521863508,22,3,2024-11-21,0.37331582668417335,Thursday,11,Fall,False,False,False,True,True
9fd54710-e566-4484-aa84-3c6d2d972ac8,7,0.26685737637923995,40,1,2024-05-06,0.2082213917786082,Monday,5,Spring,False,True,False,False,False
4ff57752-4fc4-4c58-bef1-bac6f34e7bf2,10,0.0839803841438496,23,1,2024-04-18,0.11887688112311888,Thursday,4,Spring,True,False,False,False,False
d5b99603-d82b-4c34-84e7-796e3656110a,4,0.4624029423784226,29,3,2024-05-16,0.1941016058983941,Thursday,5,Spring,False,False,False,False,False
31cdfef5-1a8d-45b3-92fc-67d52a9f4608,5,0.41785860237024935,43,6,2024-05-19,0.2218967781032219,Sunday,5,Spring,False,False,False,False,True
46fb77a2-bd8c-4ea2-b8ac-3175fc77f327,2,0.970371883939518,42,4,2024-04-09,0.1949096050903949,Tuesday,4,Spring,False,True,False,False,True
5c6b5b57-abd2-4a00-96a1-9ff9d2156324,2,0.2942378422558235,23,3,2024-04-09,0.061226138773861224,Tuesday,4,Spring,True,False,False,False,False
50ace862-b8d7-4f59-931b-302f5b069ac4,5,0.3469554556599919,40,1,2024-12-04,0.18684981315018684,Wednesday,12,Winter,True,False,False,False,False
aa8c0df8-6a3c-4a3a-87dc-bb28eb81f73b,7,0.630363710666122,29,4,2024-03-30,0.45977174022825973,Saturday,3,Spring,False,False,False,False,True
798bb9e1-e456-4864-adf1-0ac4c1293b8f,5,0.9456477319166328,28,6,2024-10-24,0.4827795172204828,Thursday,10,Fall,False,False,False,False,True
67b8fd19-33c7-4eb4-a852-6f59ec8b51d9,1,0.8273395995096038,42,4,2024-04-20,0.08073931926068074,Saturday,4,Spring,False,False,True,False,False
52647344-dc0f-4d15-8be6-e65b391c7281,7,0.3492031058438905,29,1,2024-01-08,0.2652055347944652,Monday,1,Winter,True,False,False,False,True
c12970d1-99f4-4594-a5bd-c3bbc7a8b9b5,7,0.1211687780956273,35,3,2024-12-25,0.1074032925967074,Wednesday,12,Winter,False,False,True,False,False
916ad5d7-2b9a-487f-8ed8-afdb48a058c0,5,0.9139762975071517,35,6,2024-08-28,0.4671245328754671,Wednesday,8,Summer,False,False,True,False,False
84257309-19eb-4b83-910c-b6f1a0d3e4ef,10,0.760114425827544,29,1,2024-01-05,0.7872942127057873,Friday,1,Winter,False,False,False,True,True
044bf032-3642-4998-a1fb-1cda0d0693b0,4,0.6095218635063343,43,1,2024-10-13,0.25227754772245226,Sunday,10,Fall,False,False,True,False,False
280a32d8-0551-4fcd-92da-7608c69a4900,7,0.9358398038414386,42,1,2024-02-10,0.6711645288354712,Saturday,2,Winter,True,False,False,False,False
82f53850-7ba9-40a7-a52f-18c31ffb0ead,1,0.3880261544748672,46,5,2024-11-23,0.03730936269063731,Saturday,11,Fall,False,False,True,False,True
fe2b0f85-6c23-49d2-a637-362dd5dd1cce,9,0.2789129546383327,21,2,2024-05-13,0.2799111200888799,Monday,5,Spring,False,False,False,False,True
305bd468-0b6c-4dbb-81c1-b77efccc9b9c,7,0.371679607682877,39,2,2024-10-19,0.28075951924048076,Saturday,10,Fall,False,False,False,False,False
3344b6cf-bacf-4a6a-81be-c8ed02961f17,5,0.3328565590519003,24,4,2024-04-10,0.17988082011917986,Wednesday,4,Spring,False,True,False,False,True
e7c39108-0c95-4ea4-9ca2-f17c08022bc1,10,0.32631794033510425,48,1,2024-04-20,0.3584486415513584,Saturday,4,Spring,True,False,False,False,True
8cc49996-376e-4b0d-a7ef-0b63a05cf37e,7,0.23886391499795673,40,6,2024-12-26,0.18884961115038884,Thursday,12,Winter,True,False,False,False,True
720ec45c-ff74-48b0-9951-1ff9fa7627e0,9,0.9593379648549244,49,2,2024-02-26,0.8853045146954853,Monday,2,Winter,False,False,True,False,True
98e1b7a0-55a0-423f-a4f1-a06fa9b596f0,8,0.3532897425418881,49,1,2024-01-21,0.30705989294010705,Sunday,1,Winter,False,True,False,False,True
70da9d81-455d-4b8d-9b1e-421417402b1a,5,0.7750306497752351,49,5,2024-05-12,0.39844460155539846,Sunday,5,Spring,False,False,False,False,False
0949c856-e0d9-45fa-afa2-fff60585f9b4,9,0.6700040866366981,47,3,2024-06-23,0.6278759721240279,Sunday,6,Summer,False,False,True,False,True
b780043a-ef6f-44a6-9747-b40644ce012c,10,0.16836943195749898,44,1,2024-05-10,0.2023027976972023,Friday,5,Spring,False,False,False,False,False
baf8eb03-9270-4dbd-a3be-a36f0fcced90,10,0.5890886800163466,42,4,2024-11-11,0.6182203817796182,Monday,11,Fall,False,False,True,False,False
ddff4c33-f352-4c25-9bd1-f448d6046894,1,0.45116469145892935,45,1,2024-06-21,0.04355115644884355,Friday,6,Summer,False,False,False,True,True
236600e7-e7d2-4e94-bb8e-227ae16af3a3,5,0.9068246832856559,22,1,2024-09-15,0.4635895364104636,Sunday,9,Fall,False,False,False,True,False
7a361789-1c5e-4d8a-bcb2-d58c9b47b72b,10,0.5713118103800573,40,4,2024-10-05,0.6006463993536006,Saturday,10,Fall,False,False,False,True,False
560a2454-e8dd-4732-a9e5-5b1d2c69b6ce,4,0.7380465876583572,45,4,2024-09-10,0.3031006968993031,Tuesday,9,Fall,False,False,True,False,False
19713f8c-db11-4bba-aacb-4a87c64358c6,6,0.07172047404985699,48,3,2024-12-12,0.061993738006262,Thursday,12,Winter,False,False,False,False,True
265d5c64-acd6-4baf-bd3e-7f834dc466cb,7,0.4671025745811198,50,1,2024-07-02,0.34679325320674675,Tuesday,7,Summer,False,False,True,False,False
57aee8f5-744f-4be0-b73c-9e08b0e2eef1,4,0.5232938291785861,34,1,2024-09-22,0.21817998182001816,Sunday,9,Fall,True,False,False,False,True
2e05de76-1967-4fe5-aec9-a2fafc96bb9c,10,0.925214548426645,30,1,2024-09-20,0.9505100494899505,Friday,9,Fall,False,False,False,False,True
867f169a-4a6f-4e7c-b67e-701fb3a0984c,7,0.9955046996322029,47,2,2024-09-17,0.7124532875467124,Tuesday,9,Fall,False,True,False,False,True
0035d652-0f4b-4647-8a29-8d472ebf9cf8,4,0.44421740907233354,44,3,2024-08-16,0.1869104130895869,Friday,8,Summer,False,False,True,False,True
42a989c9-30ba-4804-9d60-9db263bcf456,10,0.17592970984879447,30,1,2024-12-01,0.20977679022320977,Sunday,12,Winter,False,True,False,False,True
0ad48ee5-1839-434b-84d0-3f618b671513,10,0.16060482223130368,49,4,2024-04-10,0.19462680537319463,Wednesday,4,Spring,False,False,False,True,False
71f442b4-0ee9-46ba-bd5e-5e552c7c352c,5,0.3706579485083777,45,3,2024-05-31,0.19856580143419855,Friday,5,Spring,False,True,False,False,False
dd59af02-234b-4267-81ee-52fae89d7b93,5,0.2607274213322436,37,1,2024-09-09,0.14422785577214423,Monday,9,Fall,False,False,False,False,True
2eff4031-4e43-4de1-b029-f84525e1a12d,2,0.37127094401307725,27,3,2024-12-16,0.07645692354307645,Monday,12,Winter,False,False,False,True,False
3e77fc4e-995f-466c-ad84-93567a6ee76b,5,0.9305271761340418,21,3,2024-03-04,0.4753055246944753,Monday,3,Spring,False,False,False,True,False
e5794781-e362-47e1-a39c-5a2eb15c4342,6,0.6074785451573356,49,4,2024-05-26,0.37977982022017975,Sunday,5,Spring,True,False,False,False,False
74f64dfe-4419-4258-a63e-1347dc158e8c,5,0.7235390273804659,34,6,2024-01-07,0.37299262700737296,Sunday,1,Winter,False,False,False,False,False
46325ba5-2acc-49a8-be85-7f655ce06fd9,8,0.2398855741724561,33,4,2024-03-08,0.21737198262801735,Friday,3,Spring,False,False,True,False,False
285da266-ff08-4169-a82f-5bc154c59d0c,6,0.8177360032693094,45,4,2024-09-22,0.5044944955055045,Sunday,9,Fall,False,True,False,False,False
9deedea3-c233-4b5f-bf8a-e7cfdad2f851,6,0.7983244789538211,42,4,2024-02-17,0.492980507019493,Saturday,2,Winter,False,False,False,True,False
de4d86be-22bb-41b4-be6a-291448d7669b,2,0.45422966898242756,35,5,2024-07-19,0.09285930714069286,Friday,7,Summer,False,False,False,True,True
67408636-fda7-4377-a254-b540bcae207b,6,0.024111156518185545,37,2,2024-01-04,0.03375416624583376,Thursday,1,Winter,False,False,True,False,True
83ee702b-1954-4cb0-9376-8783aba706e4,2,0.9372701266857377,20,4,2024-08-06,0.18836481163518834,Tuesday,8,Summer,False,False,False,True,True
afa9a3f8-2567-42ea-b3bf-d3e8d084280f,1,0.9503473641193299,29,3,2024-10-03,0.0928997071002929,Thursday,10,Fall,False,False,False,False,True
b1df3939-6c96-4680-a4b6-ed8ebca4008c,5,0.07192480588475686,48,2,2024-01-15,0.05090394909605091,Monday,1,Winter,False,False,True,False,True
996287d0-b2ef-42f9-9152-5b7d487a3471,9,0.5696771557008583,41,1,2024-12-13,0.5386122613877385,Friday,12,Winter,False,False,True,False,True
eeaee740-5f46-45cb-b25d-41c276c72bdb,9,0.8812832039231713,21,6,2024-09-16,0.8158569841430159,Monday,9,Fall,True,False,False,False,False
ae1c260e-4d85-476f-9e57-1211e967677e,8,0.9591336330200245,33,1,2024-10-15,0.7862034137965862,Tuesday,10,Fall,True,False,False,False,True
afe9b8e7-a1ac-4cdc-b990-442deb53e94d,6,0.5136902329382919,35,5,2024-08-24,0.3241490758509242,Saturday,8,Summer,False,False,False,True,True
2514edb1-439d-41b7-a6c5-3776b73627a8,9,0.3205966489579077,27,6,2024-02-29,0.31699828300171695,Thursday,2,Winter,True,False,False,False,False
aec69735-0460-4f18-8df4-4b8ca30c5121,5,0.21822639967306912,35,4,2024-09-19,0.12321987678012321,Thursday,9,Fall,True,False,False,False,True
5ce869c1-a443-4a19-bfc2-06be1780d6c4,9,0.35798937474458525,23,1,2024-06-17,0.35026764973235025,Monday,6,Summer,True,False,False,False,False
8292314b-1645-401d-bc3a-943ea64cf6b2,3,0.4916223947691051,48,2,2024-01-06,0.15295424704575294,Saturday,1,Winter,True,False,False,False,False
f030a785-19f6-4547-bda8-d9174ccb1607,2,0.00858193706579486,25,5,2024-01-09,0.004746995253004749,Tuesday,1,Winter,False,False,False,True,True
2d5ef91d-0302-4657-90c6-f3439bc38647,2,0.052308949734368615,44,3,2024-01-22,0.013392586607413392,Monday,1,Winter,False,False,True,False,True
38790d31-0826-489e-b4d9-9e7ade5e02f4,2,0.6446669391091132,36,5,2024-04-04,0.13051206948793048,Thursday,4,Spring,True,False,False,False,False
ef1783ab-dcd1-4f6a-bb25-c83c50c81a3b,6,0.9859011033919086,50,5,2024-05-29,0.6042419957580043,Wednesday,5,Spring,True,False,False,False,False
81069d09-052b-4cda-90f2-95e035261a33,9,0.0163465467919902,50,1,2024-01-22,0.0462983537016463,Monday,1,Winter,True,False,False,False,True
066efb61-1ccf-4633-8689-7a8442a4189f,10,0.6044135676338375,37,3,2024-05-09,0.6333703666296334,Thursday,5,Spring,False,False,True,False,False
5296e5b9-5c1e-4b01-b312-973668e55238,8,0.3569677155700859,36,2,2024-02-19,0.30996869003130995,Monday,2,Winter,False,True,False,False,False
5e34634e-d826-49ac-b1c6-d0de2b846c1a,1,0.875153248876175,50,2,2024-01-02,0.08546611453388547,Tuesday,1,Winter,False,False,False,True,False
91ead075-8fc8-4ed9-bc20-e1bcc11310fb,9,0.31467102574581124,48,1,2024-10-08,0.31172608827391174,Tuesday,10,Fall,False,False,False,True,True
722d40d6-3fa7-42d1-abf7-c2b791ede166,3,0.37454025337147534,37,1,2024-05-15,0.11823048176951823,Wednesday,5,Spring,True,False,False,False,True
c7c53548-7e38-442f-af6b-4a278631831a,1,0.5504699632202698,29,5,2024-09-13,0.053368346631653366,Friday,9,Fall,False,False,True,False,False
d17ce424-8844-4d75-b548-d2724bfbb244,10,0.5284021250510831,27,6,2024-07-10,0.5582264417735582,Wednesday,7,Summer,False,False,False,False,False
43cd51f5-22c6-44ce-87fe-7db97f8312e8,7,0.28749489170412756,31,4,2024-09-08,0.2225027774972225,Sunday,9,Fall,False,False,True,False,False
00a2eb61-e382-40f8-b10e-3a37e5673e98,4,0.12770739681242338,42,2,2024-09-17,0.06175133824866175,Tuesday,9,Fall,False,False,False,False,False
d1fe4cc1-d890-4e4d-ad6e-e61d311806f7,5,0.14732325296281162,20,4,2024-03-21,0.08817291182708818,Thursday,3,Spring,False,False,False,True,True
7cd96f92-69b0-4a95-ad86-4a6115213922,6,0.13628933387821823,39,4,2024-03-03,0.1002928997071003,Sunday,3,Spring,False,False,False,True,True
af1335f4-8bda-465f-a592-88fafed18535,7,0.460155292194524,36,5,2024-01-17,0.34198565801434194,Wednesday,1,Winter,True,False,False,False,True
3e99c5c0-4020-40c3-a71b-12a0c57cb91a,1,0.14936657131181041,30,1,2024-12-10,0.013715786284213716,Tuesday,12,Winter,False,False,True,False,True
71cee4d6-33f7-4f3f-9e22-79b4d1d234f3,5,0.23702492848385787,49,1,2024-02-27,0.1325118674881325,Tuesday,2,Winter,False,False,True,False,True
09d99904-3ba4-4b0e-8e5e-cf84909854f1,4,0.5588475684511648,43,2,2024-09-09,0.23223916776083223,Monday,9,Fall,True,False,False,False,False
6ab0c5b8-08e8-44fe-8b5e-f881966439ab,1,0.2903555373927258,43,3,2024-08-09,0.02765377234622765,Friday,8,Summer,True,False,False,False,False
f20cee62-5929-4d21-b00b-15534b09708d,2,0.9139762975071517,27,6,2024-04-23,0.18375921624078373,Tuesday,4,Spring,False,True,False,False,False
94055b46-ca8c-4e6e-a828-a46d68bc0255,10,0.690232938291786,21,4,2024-08-05,0.7182102817897182,Monday,8,Summer,True,False,False,False,True
c694f6a6-1e09-4a3c-929d-d7efafef2c4d,3,0.08030241111565183,30,1,2024-08-01,0.030966569033430966,Thursday,8,Summer,False,False,False,False,False
c68d7715-90b8-4f74-add5-bb2eb664de3b,10,0.8692276256640785,45,2,2024-05-25,0.8951621048378952,Saturday,5,Spring,False,True,False,False,True
1667ae8a-9b67-4972-8a0c-c025e0d1bfa1,9,0.47139354311401727,22,6,2024-01-10,0.45116654883345114,Wednesday,1,Winter,False,False,False,False,True
5dbf691e-d16a-45f5-a26a-9ccb6384505d,2,0.20249284838577852,31,6,2024-05-05,0.04308655691344308,Sunday,5,Spring,False,False,True,False,True
23f518d6-d05e-4efc-af06-1613b1ac6bb5,3,0.4288925214548427,50,1,2024-05-09,0.13435006564993435,Thursday,5,Spring,True,False,False,False,True
b428a5e0-a953-4228-ab37-bc1e85e6f759,7,0.7713526767470373,48,6,2024-06-15,0.5573376426623573,Saturday,6,Summer,False,False,False,True,True
7534c745-3ed9-49de-b863-ea36e30331e1,9,0.05210461789946874,26,1,2024-11-05,0.07811332188667812,Tuesday,11,Fall,False,True,False,False,True
10ed8423-2278-4168-b7db-e40b098c90ff,4,0.7578667756436454,45,6,2024-06-17,0.3109382890617109,Monday,6,Summer,False,False,False,False,True
98968157-d48d-40f3-a3ca-cceee9dd4ace,7,0.8393951777686964,30,6,2024-04-15,0.6044237955762044,Monday,4,Spring,False,False,True,False,True
f07d6f8c-c7db-416e-ab55-dd72a6d86c49,4,0.8420514916223949,27,2,2024-06-14,0.3442278557721442,Friday,6,Summer,False,True,False,False,True
559b8d74-6190-4b38-a0c4-5f95be23d4ef,8,0.7715570085819371,20,4,2024-04-25,0.6378547621452378,Thursday,4,Spring,False,False,True,False,True
a7a8070e-03e4-4260-9fe3-a8dc45de603f,3,0.21924805884756848,21,5,2024-05-11,0.07217452782547218,Saturday,5,Spring,False,True,False,False,False
992436a6-adfa-4846-baf5-a6e171ee71e3,5,0.23804658765835723,50,2,2024-05-02,0.133016866983133,Thursday,5,Spring,False,True,False,False,True
dea5a73f-00b3-4ba0-8186-ab44b4fa4814,4,0.9568859828361259,43,3,2023-12-31,0.38963741036258964,Sunday,12,Winter,False,False,False,False,False
b82c095d-616b-47bd-9c9c-b66f78acc10c,3,0.5259501430322845,34,4,2024-01-02,0.16313503686496314,Tuesday,1,Winter,False,False,True,False,True
9b6cb7e7-b114-4b44-b5d4-8f03aa8489e5,7,0.3257049448304046,30,3,2023-12-31,0.24894455105544894,Sunday,12,Winter,False,True,False,False,False
